FID,date_ech,code_qual,lib_qual,coul_qual,date_dif,source,type_zone,code_zone,lib_zone,code_no2,code_so2,code_o3,code_pm10,code_pm25,x_wgs84,y_wgs84,x_reg,y_reg,epsg_reg,geom
ind_bretagne.2021-01-28 01:00:00+01.242900769,2021-01-28T01:00:00,2,Moyen,#50CCAA,2021-01-27T01:00:00,Air Breizh,EPCI,242900769,CA Concarneau Cornouaille,0,0,0,0,0,-3.84997087,47.92561427,189060.08329175,6780525.92799588,2154,POINT (189060.08329174833 6780525.927995877)
ind_bretagne.2021-01-28 01:00:00+01.200067460,2021-01-28T01:00:00,2,Moyen,#50CCAA,2021-01-27T01:00:00,Air Breizh,EPCI,200067460,CC Loudéac Communauté - Bretagne Centre,0,0,0,0,0,-2.67644524,48.22149004,278797.59143522,6806397.644916,2154,POINT (278797.5914352157 6806397.644916002)
ind_bretagne.2021-01-28 01:00:00+01.242900793,2021-01-28T01:00:00,2,Moyen,#50CCAA,2021-01-27T01:00:00,Air Breizh,EPCI,242900793,CC Communauté Lesneven Côte des Légendes,0,0,0,0,0,-4.33829263,48.58471614,159533.61321573,6856740.56766354,2154,POINT (159533.61321572843 6856740.567663543)
ind_bretagne.2021-01-28 01:00:00+01.244400610,2021-01-28T01:00:00,2,Moyen,#50CCAA,2021-01-27T01:00:00,Air Breizh,EPCI,244400610,CA de la Presqu'île de Guérande Atlantique (Cap Atlantique) (partie bretonne),0,0,0,0,0,-2.39340685,47.48065108,294135.344946,6722788.70075513,2154,POINT (294135.3449460005 6722788.700755127)
ind_bretagne.2021-01-28 01:00:00+01.242900561,2021-01-28T01:00:00,2,Moyen,#50CCAA,2021-01-27T01:00:00,Air Breizh,EPCI,242900561,CC de Haute-Cornouaille,0,0,0,0,0,-3.79436674,48.18447104,195662.31298339,6808827.80877486,2154,POINT (195662.31298338584 6808827.808774858)
ind_bretagne.2021-01-28 01:00:00+01.242900801,2021-01-28T01:00:00,2,Moyen,#50CCAA,2021-01-27T01:00:00,Air Breizh,EPCI,242900801,CC du Pays de Landerneau-Daoulas,0,0,0,0,0,-4.21079283,48.40153859,167040.95045947,6835597.32442347,2154,POINT (167040.95045947313 6835597.324423467)
ind_bretagne.2021-01-28 01:00:00+01.243500725,2021-01-28T01:00:00,2,Moyen,#50CCAA,2021-01-27T01:00:00,Air Breizh,EPCI,243500725,CC Côte d'Émeraude,0,0,0,0,0,-2.0990518,48.5837867,324165.4410315,6843647.06430371,2154,POINT (324165.4410315044 6843647.064303708)
ind_bretagne.2021-01-28 01:00:00+01.245600440,2021-01-28T01:00:00,2,Moyen,#50CCAA,2021-01-27T01:00:00,Air Breizh,EPCI,245600440,CC de Blavet Bellevue Océan,0,0,0,0,0,-3.22945375,47.73476193,233568.72635349,6755558.5229328,2154,POINT (233568.72635349247 6755558.5229327995)
ind_bretagne.2021-01-28 01:00:00+01.200065928,2021-01-28T01:00:00,2,Moyen,#50CCAA,2021-01-27T01:00:00,Air Breizh,EPCI,200065928,CA Lannion-Trégor Communauté,0,0,0,0,0,-3.4052712,48.69212995,229032.35932977,6862656.34764189,2154,POINT (229032.35932977163 6862656.347641887)
ind_bretagne.2021-01-28 01:00:00+01.245614383,2021-01-28T01:00:00,2,Moyen,#50CCAA,2021-01-27T01:00:00,Air Breizh,EPCI,245614383,CC Questembert Communauté,0,0,0,0,0,-2.40580669,47.68099545,294727.76381334,6745056.85715932,2154,POINT (294727.7638133411 6745056.857159318)
ind_bretagne.2021-01-28 01:00:00+01.245600465,2021-01-28T01:00:00,2,Moyen,#50CCAA,2021-01-27T01:00:00,Air Breizh,EPCI,245600465,CC de Belle-Ile-en-Mer,0,0,0,0,0,-3.17712971,47.32715143,233942.11050365,6710108.25735411,2154,POINT (233942.11050365045 6710108.257354106)
ind_bretagne.2021-01-28 01:00:00+01.243500667,2021-01-28T01:00:00,2,Moyen,#50CCAA,2021-01-27T01:00:00,Air Breizh,EPCI,243500667,CC du Val d'Ille-Aubigné,0,0,0,0,0,-1.64615383,48.2797767,355514.13516056,6807854.08728623,2154,POINT (355514.1351605609 6807854.087286226)
ind_bretagne.2021-01-28 01:00:00+01.243500139,2021-01-28T01:00:00,2,Moyen,#50CCAA,2021-01-27T01:00:00,Air Breizh,EPCI,243500139,Rennes Métropole,0,0,0,0,0,-1.71146934,48.10815818,349555.00704537,6789093.38652832,2154,POINT (349555.0070453745 6789093.386528317)
ind_bretagne.2021-01-28 01:00:00+01.242900744,2021-01-28T01:00:00,2,Moyen,#50CCAA,2021-01-27T01:00:00,Air Breizh,EPCI,242900744,CC Poher Communauté,0,0,0,0,0,-3.59403602,48.27480021,211340.09492174,6817573.93818509,2154,POINT (211340.09492174326 6817573.9381850865)
ind_bretagne.2021-01-28 01:00:00+01.243500659,2021-01-28T01:00:00,2,Moyen,#50CCAA,2021-01-27T01:00:00,Air Breizh,EPCI,243500659,CC du Pays de Châteaugiron,0,0,0,0,0,-1.47269369,48.05903475,366980.70720468,6782615.84605277,2154,POINT (366980.7072046832 6782615.846052767)
ind_bretagne.2021-01-28 01:00:00+01.245614417,2021-01-28T01:00:00,2,Moyen,#50CCAA,2021-01-27T01:00:00,Air Breizh,EPCI,245614417,CC Roi Morvan Communauté,0,0,0,0,0,-3.44431487,48.07287412,220582.82812597,6794299.10664855,2154,POINT (220582.8281259685 6794299.106648554)
ind_bretagne.2021-01-28 01:00:00+01.243500782,2021-01-28T01:00:00,2,Moyen,#50CCAA,2021-01-27T01:00:00,Air Breizh,EPCI,243500782,CA du Pays de Saint-Malo (Saint-Malo Agglomération),0,0,0,0,0,-1.90246629,48.59540629,338719.75810268,6844013.78819969,2154,POINT (338719.75810268405 6844013.788199687)
ind_bretagne.2021-01-28 01:00:00+01.200042174,2021-01-28T01:00:00,2,Moyen,#50CCAA,2021-01-27T01:00:00,Air Breizh,EPCI,200042174,CA Lorient,0,0,0,0,0,-3.29366113,47.84946485,229772.04043578,6768639.92668385,2154,POINT (229772.04043578357 6768639.926683848)
ind_bretagne.2021-01-28 01:00:00+01.200070688,2021-01-28T01:00:00,2,Moyen,#50CCAA,2021-01-27T01:00:00,Air Breizh,EPCI,200070688,CC Couesnon Marches de Bretagne,0,0,0,0,0,-1.44122752,48.41132611,371520.45118481,6821580.85023974,2154,POINT (371520.4511848113 6821580.850239742)
ind_bretagne.2021-01-28 01:00:00+01.200067197,2021-01-28T01:00:00,2,Moyen,#50CCAA,2021-01-27T01:00:00,Air Breizh,EPCI,200067197,CC Monts d'Arrée Communauté,0,0,0,0,0,-3.81574942,48.36725915,195822.39440939,6829216.02198178,2154,POINT (195822.39440938603 6829216.021981781)
ind_bretagne.2021-01-28 01:00:00+01.200066785,2021-01-28T01:00:00,2,Moyen,#50CCAA,2021-01-27T01:00:00,Air Breizh,EPCI,200066785,CC de l'Oust à Brocéliande Communauté,0,0,0,0,0,-2.27708509,47.83614088,305509.1983213,6761604.66556606,2154,POINT (305509.1983212955 6761604.665566056)
ind_bretagne.2021-01-28 01:00:00+01.243500618,2021-01-28T01:00:00,2,Moyen,#50CCAA,2021-01-27T01:00:00,Air Breizh,EPCI,243500618,CC de Brocéliande,0,0,0,0,0,-2.06279163,48.02212598,322834.06964298,6781181.66669603,2154,POINT (322834.06964297773 6781181.666696031)
ind_bretagne.2021-01-28 01:00:00+01.200066868,2021-01-28T01:00:00,2,Moyen,#50CCAA,2021-01-27T01:00:00,Air Breizh,EPCI,200066868,CC Presqu'île de Crozon-Aulne Maritime,0,0,0,0,0,-4.3460343,48.26182176,155626.27255032,6821071.13935101,2154,POINT (155626.27255032168 6821071.139351006)
ind_bretagne.2021-01-28 01:00:00+01.200067221,2021-01-28T01:00:00,2,Moyen,#50CCAA,2021-01-27T01:00:00,Air Breizh,EPCI,200067221,CC Centre Morbihan Communauté,0,0,0,0,0,-2.86123636,47.90745054,262522.09915592,6772586.60766594,2154,POINT (262522.09915591625 6772586.607665939)
ind_bretagne.2021-01-28 01:00:00+01.242200715,2021-01-28T01:00:00,2,Moyen,#50CCAA,2021-01-27T01:00:00,Air Breizh,EPCI,242200715,CC du Kreiz-Breizh (Cckb),0,0,0,0,0,-3.27063898,48.27115045,235214.85114456,6815220.51535496,2154,POINT (235214.85114455895 6815220.515354963)
ind_bretagne.2021-01-28 01:00:00+01.200068120,2021-01-28T01:00:00,2,Moyen,#50CCAA,2021-01-27T01:00:00,Air Breizh,EPCI,200068120,CA Quimper Bretagne Occidentale,0,0,0,0,0,-4.08515464,48.04597874,172753.63056731,6795400.54381628,2154,POINT (172753.63056731108 6795400.543816281)
ind_bretagne.2021-01-28 01:00:00+01.242900751,2021-01-28T01:00:00,2,Moyen,#50CCAA,2021-01-27T01:00:00,Air Breizh,EPCI,242900751,CC du Pays de Landivisiau,0,0,0,0,0,-4.06136937,48.49920473,179026.5669741,6845408.72343995,2154,POINT (179026.56697410383 6845408.723439954)
ind_bretagne.2021-01-28 01:00:00+01.245614433,2021-01-28T01:00:00,2,Moyen,#50CCAA,2021-01-27T01:00:00,Air Breizh,EPCI,245614433,CC Pontivy Communauté,0,0,0,0,0,-2.92345299,48.07904318,259316.66576901,6791948.2457831,2154,POINT (259316.66576900755 6791948.245783099)
ind_bretagne.2021-01-28 01:00:00+01.242900660,2021-01-28T01:00:00,2,Moyen,#50CCAA,2021-01-27T01:00:00,Air Breizh,EPCI,242900660,CC du Pays Fouesnantais,0,0,0,0,0,-4.0351775,47.90827685,175105.5500035,6779828.32886397,2154,POINT (175105.55000350057 6779828.328863972)
ind_bretagne.2021-01-28 01:00:00+01.243500733,2021-01-28T01:00:00,2,Moyen,#50CCAA,2021-01-27T01:00:00,Air Breizh,EPCI,243500733,CC Bretagne Romantique,0,0,0,0,0,-1.80238235,48.38741188,344675.89406157,6820485.41116052,2154,POINT (344675.8940615734 6820485.41116052)
ind_bretagne.2021-01-28 01:00:00+01.200068989,2021-01-28T01:00:00,2,Moyen,#50CCAA,2021-01-27T01:00:00,Air Breizh,EPCI,200068989,CA Dinan,0,0,0,0,0,-2.15046921,48.43605168,319319.31509723,6827490.14137545,2154,POINT (319319.3150972256 6827490.141375449)
ind_bretagne.2021-01-28 01:00:00+01.243500634,2021-01-28T01:00:00,2,Moyen,#50CCAA,2021-01-27T01:00:00,Air Breizh,EPCI,243500634,CC Au Pays de la Roche aux Fées,0,0,0,0,0,-1.39483677,47.89952011,371790.99922372,6764590.84650689,2154,POINT (371790.9992237159 6764590.846506893)
ind_bretagne.2021-01-28 01:00:00+01.200070662,2021-01-28T01:00:00,2,Moyen,#50CCAA,2021-01-27T01:00:00,Air Breizh,EPCI,200070662,CC Bretagne Porte de Loire Communauté,0,0,0,0,0,-1.65357798,47.82822752,352007.44127789,6757789.30609598,2154,POINT (352007.4412778889 6757789.306095982)
ind_bretagne.2021-01-28 01:00:00+01.200043990,2021-01-28T01:00:00,2,Moyen,#50CCAA,2021-01-27T01:00:00,Air Breizh,EPCI,200043990,CC Vallons de Haute-Bretagne Communauté,0,0,0,0,0,-1.88864518,47.91054508,335024.31849362,6767982.38335414,2154,POINT (335024.31849361747 6767982.383354137)
ind_bretagne.2021-01-28 01:00:00+01.200067981,2021-01-28T01:00:00,2,Moyen,#50CCAA,2021-01-27T01:00:00,Air Breizh,EPCI,200067981,CA Guingamp-Paimpol Armor-Argoat,0,0,0,0,0,-3.26024572,48.52995926,238231.99989083,6843820.59065094,2154,POINT (238231.99989083046 6843820.590650945)
ind_bretagne.2021-01-28 01:00:00+01.200067247,2021-01-28T01:00:00,2,Moyen,#50CCAA,2021-01-27T01:00:00,Air Breizh,EPCI,200067247,CC Pleyben-Châteaulin-Porzay,0,0,0,0,0,-4.08229978,48.20115778,174508.52057349,6812564.28980427,2154,POINT (174508.52057348943 6812564.289804268)
ind_bretagne.2021-01-28 01:00:00+01.200039022,2021-01-28T01:00:00,2,Moyen,#50CCAA,2021-01-27T01:00:00,Air Breizh,EPCI,200039022,CA Vitré Communauté,0,0,0,0,0,-1.22575777,48.08125817,385476.61222516,6784058.16347534,2154,POINT (385476.6122251639 6784058.163475342)
ind_bretagne.2021-01-28 01:00:00+01.242900553,2021-01-28T01:00:00,2,Moyen,#50CCAA,2021-01-27T01:00:00,Air Breizh,EPCI,242900553,CC du Pays des Abers,0,0,0,0,0,-4.49121517,48.53712943,147804.05770129,6852533.43155338,2154,POINT (147804.05770129221 6852533.431553383)
ind_bretagne.2021-01-28 01:00:00+01.243500741,2021-01-28T01:00:00,2,Moyen,#50CCAA,2021-01-27T01:00:00,Air Breizh,EPCI,243500741,CC du Pays de Redon (partie bretonne),0,0,0,0,0,-2.06191674,47.71318896,320686.17545527,6746913.99725831,2154,POINT (320686.1754552706 6746913.997258311)
ind_bretagne.2021-01-28 01:00:00+01.200043123,2021-01-28T01:00:00,2,Moyen,#50CCAA,2021-01-27T01:00:00,Air Breizh,EPCI,200043123,CC Auray Quiberon Terre Atlantique,0,0,0,0,0,-3.04043745,47.69220135,247327.65158819,6749733.91863045,2154,POINT (247327.65158818808 6749733.918630454)
ind_bretagne.2021-01-28 01:00:00+01.200072452,2021-01-28T01:00:00,2,Moyen,#50CCAA,2021-01-27T01:00:00,Air Breizh,EPCI,200072452,CA Fougères,0,0,0,0,0,-1.20768081,48.37782821,388572.24548938,6816904.66466442,2154,POINT (388572.2454893823 6816904.66466442)
ind_bretagne.2021-01-28 01:00:00+01.242900835,2021-01-28T01:00:00,2,Moyen,#50CCAA,2021-01-27T01:00:00,Air Breizh,EPCI,242900835,CA Morlaix Communauté,0,0,0,0,0,-3.78389698,48.55604118,199981.67409847,6849910.37278897,2154,POINT (199981.67409846812 6849910.372788967)
ind_bretagne.2021-01-28 01:00:00+01.200069391,2021-01-28T01:00:00,2,Moyen,#50CCAA,2021-01-27T01:00:00,Air Breizh,EPCI,200069391,CC Lamballe Terre et Mer,0,0,0,0,0,-2.47236173,48.4315467,295524.16694992,6828595.17783915,2154,POINT (295524.16694991745 6828595.177839145)
ind_bretagne.2021-01-28 01:00:00+01.242900645,2021-01-28T01:00:00,2,Moyen,#50CCAA,2021-01-27T01:00:00,Air Breizh,EPCI,242900645,CC Douarnenez Communauté,0,0,0,0,0,-4.33203723,48.06801787,154666.64878767,6799519.05444444,2154,POINT (154666.64878767217 6799519.054444443)
ind_bretagne.2021-01-28 01:00:00+01.200070670,2021-01-28T01:00:00,2,Moyen,#50CCAA,2021-01-27T01:00:00,Air Breizh,EPCI,200070670,CC du Pays de Dol et de la Baie du Mont-Saint-Michel,0,0,0,0,0,-1.66344419,48.54039364,355949.71322154,6836847.42731299,2154,POINT (355949.713221543 6836847.427312988)
ind_bretagne.2021-01-28 01:00:00+01.242900074,2021-01-28T01:00:00,2,Moyen,#50CCAA,2021-01-27T01:00:00,Air Breizh,EPCI,242900074,CC du Pays d'Iroise,0,0,0,0,0,-4.67980811,48.44970849,132996.57480944,6844193.98456137,2154,POINT (132996.57480943526 6844193.984561368)
ind_bretagne.2021-01-28 01:00:00+01.242900694,2021-01-28T01:00:00,2,Moyen,#50CCAA,2021-01-27T01:00:00,Air Breizh,EPCI,242900694,CA du Pays de Quimperlé,0,0,0,0,0,-3.61768794,47.91529472,206251.81512358,6777906.35822471,2154,POINT (206251.81512358188 6777906.358224712)
ind_bretagne.2021-01-28 01:00:00+01.243500774,2021-01-28T01:00:00,2,Moyen,#50CCAA,2021-01-27T01:00:00,Air Breizh,EPCI,243500774,CC Liffré-Cormier Communauté,0,0,0,0,0,-1.45498597,48.22296877,369321.93471639,6800731.89032903,2154,POINT (369321.93471638736 6800731.890329033)
ind_bretagne.2021-01-28 01:00:00+01.200067072,2021-01-28T01:00:00,2,Moyen,#50CCAA,2021-01-27T01:00:00,Air Breizh,EPCI,200067072,CC Haut-Léon Communauté,0,0,0,0,0,-4.10145652,48.64262407,177501.53846186,6861562.27114354,2154,POINT (177501.53846186463 6861562.271143536)
ind_bretagne.2021-01-28 01:00:00+01.242900702,2021-01-28T01:00:00,2,Moyen,#50CCAA,2021-01-27T01:00:00,Air Breizh,EPCI,242900702,CC du Pays Bigouden Sud,0,0,0,0,0,-4.25194084,47.85073405,158390.31095984,6774925.68870642,2154,POINT (158390.31095983615 6774925.688706416)
ind_bretagne.2021-01-28 01:00:00+01.200027027,2021-01-28T01:00:00,2,Moyen,#50CCAA,2021-01-27T01:00:00,Air Breizh,EPCI,200027027,CC Arc Sud Bretagne,0,0,0,0,0,-2.36932455,47.5569845,296524.77184951,6731129.57684082,2154,POINT (296524.77184951113 6731129.576840816)
ind_bretagne.2021-01-28 01:00:00+01.200069086,2021-01-28T01:00:00,2,Moyen,#50CCAA,2021-01-27T01:00:00,Air Breizh,EPCI,200069086,CC Leff Armor Communauté,0,0,0,0,0,-2.99527778,48.57169211,258124.04461047,6846938.15089535,2154,POINT (258124.04461046748 6846938.150895347)
ind_bretagne.2021-01-28 01:00:00+01.242900314,2021-01-28T01:00:00,2,Moyen,#50CCAA,2021-01-27T01:00:00,Air Breizh,EPCI,242900314,Brest Métropole,0,0,0,0,0,-4.47051742,48.39962987,147878.22420659,6837175.79403703,2154,POINT (147878.22420658765 6837175.794037035)
ind_bretagne.2021-01-28 01:00:00+01.242900710,2021-01-28T01:00:00,2,Moyen,#50CCAA,2021-01-27T01:00:00,Air Breizh,EPCI,242900710,CC du Haut Pays Bigouden,0,0,0,0,0,-4.31644606,47.95783144,154690.8286534,6787217.64063009,2154,POINT (154690.82865339628 6787217.640630085)
ind_bretagne.2021-01-28 01:00:00+01.200038990,2021-01-28T01:00:00,2,Moyen,#50CCAA,2021-01-27T01:00:00,Air Breizh,EPCI,200038990,CC de Saint-Méen Montauban,0,0,0,0,0,-2.10662761,48.1869739,320749.1216133,6799666.52998935,2154,POINT (320749.1216133004 6799666.529989353)
ind_bretagne.2021-01-28 01:00:00+01.243500550,2021-01-28T01:00:00,2,Moyen,#50CCAA,2021-01-27T01:00:00,Air Breizh,EPCI,243500550,CC Montfort Communauté,0,0,0,0,0,-1.9742714,48.13637712,330217.67984416,6793428.32774755,2154,POINT (330217.6798441596 6793428.327747549)
ind_bretagne.2021-01-28 01:00:00+01.242900629,2021-01-28T01:00:00,2,Moyen,#50CCAA,2021-01-27T01:00:00,Air Breizh,EPCI,242900629,CC Cap Sizun - Pointe du Raz,0,0,0,0,0,-4.53114914,48.04297194,139636.73182658,6798144.20039289,2154,POINT (139636.7318265798 6798144.200392891)
ind_bretagne.2021-01-28 01:00:00+01.200066777,2021-01-28T01:00:00,2,Moyen,#50CCAA,2021-01-27T01:00:00,Air Breizh,EPCI,200066777,CC de Ploërmel Communauté,0,0,0,0,0,-2.43879807,48.00260504,294712.23838562,6780870.45088923,2154,POINT (294712.2383856192 6780870.450889225)
ind_bretagne.2021-01-28 01:00:00+01.200069409,2021-01-28T01:00:00,2,Moyen,#50CCAA,2021-01-27T01:00:00,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,0,0,0,0,0,-2.83200416,48.45254118,269153.26829935,6832824.93414115,2154,POINT (269153.2682993477 6832824.934141148)
ind_bretagne.2021-01-28 01:00:00+01.200067932,2021-01-28T01:00:00,2,Moyen,#50CCAA,2021-01-27T01:00:00,Air Breizh,EPCI,200067932,CA Golfe du Morbihan - Vannes,0,0,0,0,0,-2.73625092,47.67660119,269961.11069397,6746307.89925286,2154,POINT (269961.1106939723 6746307.8992528645)
ind_bretagne.2021-01-27 01:00:00+01.242900645,2021-01-27T01:00:00,2,Moyen,#50CCAA,2021-01-27T01:00:00,Air Breizh,EPCI,242900645,CC Douarnenez Communauté,1,1,2,1,1,-4.33203723,48.06801787,154666.64878767,6799519.05444444,2154,POINT (154666.64878767217 6799519.054444443)
ind_bretagne.2021-01-27 01:00:00+01.200070662,2021-01-27T01:00:00,2,Moyen,#50CCAA,2021-01-27T01:00:00,Air Breizh,EPCI,200070662,CC Bretagne Porte de Loire Communauté,1,1,2,1,1,-1.65357798,47.82822752,352007.44127789,6757789.30609598,2154,POINT (352007.4412778889 6757789.306095982)
ind_bretagne.2021-01-27 01:00:00+01.200043123,2021-01-27T01:00:00,2,Moyen,#50CCAA,2021-01-27T01:00:00,Air Breizh,EPCI,200043123,CC Auray Quiberon Terre Atlantique,1,1,2,1,1,-3.04043745,47.69220135,247327.65158819,6749733.91863045,2154,POINT (247327.65158818808 6749733.918630454)
ind_bretagne.2021-01-27 01:00:00+01.242900074,2021-01-27T01:00:00,2,Moyen,#50CCAA,2021-01-27T01:00:00,Air Breizh,EPCI,242900074,CC du Pays d'Iroise,1,1,2,1,1,-4.67980811,48.44970849,132996.57480944,6844193.98456137,2154,POINT (132996.57480943526 6844193.984561368)
ind_bretagne.2021-01-27 01:00:00+01.200072452,2021-01-27T01:00:00,2,Moyen,#50CCAA,2021-01-27T01:00:00,Air Breizh,EPCI,200072452,CA Fougères,1,1,2,1,1,-1.20768081,48.37782821,388572.24548938,6816904.66466442,2154,POINT (388572.2454893823 6816904.66466442)
ind_bretagne.2021-01-27 01:00:00+01.200066868,2021-01-27T01:00:00,2,Moyen,#50CCAA,2021-01-27T01:00:00,Air Breizh,EPCI,200066868,CC Presqu'île de Crozon-Aulne Maritime,1,1,2,1,1,-4.3460343,48.26182176,155626.27255032,6821071.13935101,2154,POINT (155626.27255032168 6821071.139351006)
ind_bretagne.2021-01-27 01:00:00+01.245614433,2021-01-27T01:00:00,2,Moyen,#50CCAA,2021-01-27T01:00:00,Air Breizh,EPCI,245614433,CC Pontivy Communauté,1,1,2,1,1,-2.92345299,48.07904318,259316.66576901,6791948.2457831,2154,POINT (259316.66576900755 6791948.245783099)
ind_bretagne.2021-01-27 01:00:00+01.245614383,2021-01-27T01:00:00,2,Moyen,#50CCAA,2021-01-27T01:00:00,Air Breizh,EPCI,245614383,CC Questembert Communauté,1,1,2,1,1,-2.40580669,47.68099545,294727.76381334,6745056.85715932,2154,POINT (294727.7638133411 6745056.857159318)
ind_bretagne.2021-01-27 01:00:00+01.243500659,2021-01-27T01:00:00,2,Moyen,#50CCAA,2021-01-27T01:00:00,Air Breizh,EPCI,243500659,CC du Pays de Châteaugiron,1,1,2,1,1,-1.47269369,48.05903475,366980.70720468,6782615.84605277,2154,POINT (366980.7072046832 6782615.846052767)
ind_bretagne.2021-01-27 01:00:00+01.200067221,2021-01-27T01:00:00,2,Moyen,#50CCAA,2021-01-27T01:00:00,Air Breizh,EPCI,200067221,CC Centre Morbihan Communauté,1,1,2,1,1,-2.86123636,47.90745054,262522.09915592,6772586.60766594,2154,POINT (262522.09915591625 6772586.607665939)
ind_bretagne.2021-01-27 01:00:00+01.200069086,2021-01-27T01:00:00,2,Moyen,#50CCAA,2021-01-27T01:00:00,Air Breizh,EPCI,200069086,CC Leff Armor Communauté,1,1,2,1,1,-2.99527778,48.57169211,258124.04461047,6846938.15089535,2154,POINT (258124.04461046748 6846938.150895347)
ind_bretagne.2021-01-27 01:00:00+01.243500741,2021-01-27T01:00:00,2,Moyen,#50CCAA,2021-01-27T01:00:00,Air Breizh,EPCI,243500741,CC du Pays de Redon (partie bretonne),1,1,2,1,1,-2.06191674,47.71318896,320686.17545527,6746913.99725831,2154,POINT (320686.1754552706 6746913.997258311)
ind_bretagne.2021-01-27 01:00:00+01.242900835,2021-01-27T01:00:00,2,Moyen,#50CCAA,2021-01-27T01:00:00,Air Breizh,EPCI,242900835,CA Morlaix Communauté,1,1,2,1,1,-3.78389698,48.55604118,199981.67409847,6849910.37278897,2154,POINT (199981.67409846812 6849910.372788967)
ind_bretagne.2021-01-27 01:00:00+01.242900694,2021-01-27T01:00:00,2,Moyen,#50CCAA,2021-01-27T01:00:00,Air Breizh,EPCI,242900694,CA du Pays de Quimperlé,1,1,2,1,1,-3.61768794,47.91529472,206251.81512358,6777906.35822471,2154,POINT (206251.81512358188 6777906.358224712)
ind_bretagne.2021-01-27 01:00:00+01.242900793,2021-01-27T01:00:00,2,Moyen,#50CCAA,2021-01-27T01:00:00,Air Breizh,EPCI,242900793,CC Communauté Lesneven Côte des Légendes,1,1,2,1,1,-4.33829263,48.58471614,159533.61321573,6856740.56766354,2154,POINT (159533.61321572843 6856740.567663543)
ind_bretagne.2021-01-27 01:00:00+01.200066777,2021-01-27T01:00:00,2,Moyen,#50CCAA,2021-01-27T01:00:00,Air Breizh,EPCI,200066777,CC de Ploërmel Communauté,1,1,2,1,1,-2.43879807,48.00260504,294712.23838562,6780870.45088923,2154,POINT (294712.2383856192 6780870.450889225)
ind_bretagne.2021-01-27 01:00:00+01.242900710,2021-01-27T01:00:00,2,Moyen,#50CCAA,2021-01-27T01:00:00,Air Breizh,EPCI,242900710,CC du Haut Pays Bigouden,1,1,2,1,1,-4.31644606,47.95783144,154690.8286534,6787217.64063009,2154,POINT (154690.82865339628 6787217.640630085)
ind_bretagne.2021-01-27 01:00:00+01.243500550,2021-01-27T01:00:00,2,Moyen,#50CCAA,2021-01-27T01:00:00,Air Breizh,EPCI,243500550,CC Montfort Communauté,1,1,2,1,1,-1.9742714,48.13637712,330217.67984416,6793428.32774755,2154,POINT (330217.6798441596 6793428.327747549)
ind_bretagne.2021-01-27 01:00:00+01.242900769,2021-01-27T01:00:00,2,Moyen,#50CCAA,2021-01-27T01:00:00,Air Breizh,EPCI,242900769,CA Concarneau Cornouaille,1,1,2,1,1,-3.84997087,47.92561427,189060.08329175,6780525.92799588,2154,POINT (189060.08329174833 6780525.927995877)
ind_bretagne.2021-01-27 01:00:00+01.243500774,2021-01-27T01:00:00,2,Moyen,#50CCAA,2021-01-27T01:00:00,Air Breizh,EPCI,243500774,CC Liffré-Cormier Communauté,1,1,2,1,1,-1.45498597,48.22296877,369321.93471639,6800731.89032903,2154,POINT (369321.93471638736 6800731.890329033)
ind_bretagne.2021-01-27 01:00:00+01.242900801,2021-01-27T01:00:00,2,Moyen,#50CCAA,2021-01-27T01:00:00,Air Breizh,EPCI,242900801,CC du Pays de Landerneau-Daoulas,1,1,2,1,1,-4.21079283,48.40153859,167040.95045947,6835597.32442347,2154,POINT (167040.95045947313 6835597.324423467)
ind_bretagne.2021-01-27 01:00:00+01.243500725,2021-01-27T01:00:00,2,Moyen,#50CCAA,2021-01-27T01:00:00,Air Breizh,EPCI,243500725,CC Côte d'Émeraude,1,1,2,1,1,-2.0990518,48.5837867,324165.4410315,6843647.06430371,2154,POINT (324165.4410315044 6843647.064303708)
ind_bretagne.2021-01-27 01:00:00+01.243500139,2021-01-27T01:00:00,2,Moyen,#50CCAA,2021-01-27T01:00:00,Air Breizh,EPCI,243500139,Rennes Métropole,1,1,2,1,1,-1.71146934,48.10815818,349555.00704537,6789093.38652832,2154,POINT (349555.0070453745 6789093.386528317)
ind_bretagne.2021-01-27 01:00:00+01.243500782,2021-01-27T01:00:00,2,Moyen,#50CCAA,2021-01-27T01:00:00,Air Breizh,EPCI,243500782,CA du Pays de Saint-Malo (Saint-Malo Agglomération),1,1,2,1,1,-1.90246629,48.59540629,338719.75810268,6844013.78819969,2154,POINT (338719.75810268405 6844013.788199687)
ind_bretagne.2021-01-27 01:00:00+01.200042174,2021-01-27T01:00:00,2,Moyen,#50CCAA,2021-01-27T01:00:00,Air Breizh,EPCI,200042174,CA Lorient,1,1,2,1,1,-3.29366113,47.84946485,229772.04043578,6768639.92668385,2154,POINT (229772.04043578357 6768639.926683848)
ind_bretagne.2021-01-27 01:00:00+01.243500618,2021-01-27T01:00:00,2,Moyen,#50CCAA,2021-01-27T01:00:00,Air Breizh,EPCI,243500618,CC de Brocéliande,1,1,2,1,1,-2.06279163,48.02212598,322834.06964298,6781181.66669603,2154,POINT (322834.06964297773 6781181.666696031)
